Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Speed Limit,Road User,Gender,Age,National Remoteness Areas,SA4 Name 2021,National LGA Name 2021,National Road Type,Christmas Period,Easter Period,Age Group,Day of week,Time of day,Number of Fatalities,National LGA NAme 2021,Time of Day
20212213,Vic,Dec,2021,Thursday,1900-01-01 16:10:00,Multiple,80,Motorcycle rider,Male,42,Major Cities of Australia,Melbourne - North West,Hume,Arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20213062,Qld,Dec,2021,Monday,1900-01-01 11:00:00,Multiple,100,Motorcycle rider,Male,61,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Sub-arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20215091,WA,Dec,2021,Thursday,1900-01-01 17:40:00,Single,60,Motorcycle rider,Male,52,Remote Australia,Western Australia - Outback (North),Port Hedland,Local Road,No,No,40_to_64,Weekday,Day,-9,,
20211165,NSW,Dec,2021,Tuesday,1900-01-01 13:00:00,Single,50,Motorcycle rider,Male,48,Major Cities of Australia,Sydney - Outer South West,Campbelltown,Local Road,No,No,40_to_64,Weekday,Day,-9,,
20214003,SA,Dec,2021,Monday,1900-01-01 14:42:00,Multiple,60,Passenger,Female,62,Outer Regional Australia,South Australia - South East,Renmark Paringa,National or State Highway,No,No,40_to_64,Weekday,Day,-9,,
20211030,NSW,Dec,2021,Wednesday,1900-01-01 16:30:00,Single,50,Passenger,Male,57,Major Cities of Australia,Sydney - North Sydney and Hornsby,Willoughby,Arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20215030,WA,Dec,2021,Tuesday,1900-01-01 16:22:00,Single,100,Motorcycle rider,Male,50,Major Cities of Australia,Perth - North East,Swan,Unknown,No,No,40_to_64,Weekday,Day,-9,,
20212027,Vic,Dec,2021,Monday,1900-01-01 10:20:00,Multiple,100,Passenger,Female,68,Outer Regional Australia,North West,Horsham,National or State Highway,Yes,No,65_to_74,Weekday,Day,-9,,
20213204,Qld,Dec,2021,Friday,1900-01-01 06:00:00,Single,40,Pedal cyclist,Male,74,Inner Regional Australia,Toowoomba,Toowoomba,Access road,No,No,65_to_74,Weekday,Day,-9,,
20211097,NSW,Dec,2021,Tuesday,1900-01-01 13:00:00,Multiple,60,Motorcycle rider,Male,71,Inner Regional Australia,Sydney - Outer South West,Wollondilly,Arterial Road,No,No,65_to_74,Weekday,Day,-9,,
20216032,Tas,Dec,2021,Friday,1900-01-01 13:55:00,Single,100,Driver,Male,66,Outer Regional Australia,West and North West,Waratah-Wynyard,National or State Highway,No,No,65_to_74,Weekday,Day,-9,,
20215151,WA,Dec,2021,Wednesday,1900-01-01 11:50:00,Single,90,Pedestrian,Female,67,Major Cities of Australia,Perth - North West,Wanneroo,National or State Highway,No,No,65_to_74,Weekday,Day,-9,,
20215134,WA,Dec,2021,Friday,1900-01-01 06:00:00,Single,100,Driver,Male,65,Inner Regional Australia,Western Australia - Wheat Belt,York,Arterial Road,No,No,65_to_74,Weekday,Day,-9,,
20217015,NT,Dec,2021,Friday,1900-01-01 13:35:00,Single,90,Passenger,Male,10,Very Remote Australia,Northern Territory - Outback,East Arnhem,Sub-arterial Road,No,No,0_to_16,Weekday,Day,-9,,
20212013,Vic,Dec,2021,Tuesday,1900-01-01 12:19:00,Multiple,100,Motorcycle rider,Male,81,Inner Regional Australia,Hume,Benalla,Sub-arterial Road,No,No,75_or_older,Weekday,Day,-9,,
20211133,NSW,Dec,2021,Wednesday,1900-01-01 10:30:00,Multiple,100,Pedal cyclist,Male,79,Outer Regional Australia,Murray,Murray River,Sub-arterial Road,No,No,75_or_older,Weekday,Day,-9,,
20211031,NSW,Dec,2021,Tuesday,1900-01-01 07:45:00,Single,70,Pedal cyclist,Male,80,Inner Regional Australia,Richmond - Tweed,Ballina,Sub-arterial Road,No,No,75_or_older,Weekday,Day,-9,,
20213105,Qld,Dec,2021,Thursday,1900-01-01 16:00:00,Multiple,80,Pedal cyclist,Male,89,Inner Regional Australia,Wide Bay,Bundaberg,Collector Road,No,No,75_or_older,Weekday,Day,-9,,
20213208,Qld,Dec,2021,Wednesday,1900-01-01 16:00:00,Single,50,Driver,Female,75,Major Cities of Australia,Brisbane - West,Brisbane,Local Road,No,No,75_or_older,Weekday,Day,-9,,
20212013,Vic,Dec,2021,Tuesday,1900-01-01 12:19:00,Multiple,100,Motorcycle rider,Male,71,Inner Regional Australia,Hume,Benalla,Sub-arterial Road,No,No,65_to_74,Weekday,Day,-9,,
20212164,Vic,Dec,2021,Friday,1900-01-01 07:51:00,Single,100,Motorcycle rider,Male,25,Major Cities of Australia,Melbourne - South East,Casey,National or State Highway,No,No,17_to_25,Weekday,Day,-9,,
20212027,Vic,Dec,2021,Monday,1900-01-01 10:20:00,Multiple,100,Passenger,Female,34,Outer Regional Australia,North West,Horsham,National or State Highway,Yes,No,26_to_39,Weekday,Day,-9,,
20212180,Vic,Dec,2021,Friday,1900-01-01 13:31:00,Multiple,100,Passenger,Female,84,Inner Regional Australia,Shepparton,Campaspe,Sub-arterial Road,No,No,75_or_older,Weekday,Day,-9,,
20211222,NSW,Dec,2021,Tuesday,1900-01-01 06:25:00,Multiple,80,Driver,Male,49,Inner Regional Australia,Mid North Coast,Mid-Coast,National or State Highway,No,No,40_to_64,Weekday,Day,-9,,
20211198,NSW,Dec,2021,Friday,1900-01-01 12:32:00,Multiple,100,Motorcycle rider,Male,64,Inner Regional Australia,Richmond - Tweed,Kyogle,Arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20214086,SA,Dec,2021,Saturday,1900-01-01 21:25:00,Single,100,Pedestrian,Female,37,Outer Regional Australia,Barossa - Yorke - Mid North,Yorke Peninsula,Arterial Road,Yes,No,26_to_39,Weekend,Night,-9,,
20217001,NT,Dec,2021,Sunday,1900-01-01 00:25:00,Single,50,Pedestrian,Male,27,Outer Regional Australia,Darwin,Darwin,Local Road,No,No,26_to_39,Weekend,Night,-9,,
20211187,NSW,Dec,2021,Friday,1900-01-01 08:10:00,Single,50,Pedestrian,Male,3,Major Cities of Australia,Sydney - City and Inner South,Sydney,Local Road,No,No,0_to_16,Weekday,Day,-9,,
20213218,Qld,Dec,2021,Saturday,1900-01-01 22:00:00,Single,60,Pedestrian,Male,27,Major Cities of Australia,Brisbane - West,Brisbane,Local Road,Yes,No,26_to_39,Weekend,Night,-9,,
20218001,ACT,Dec,2021,Wednesday,1900-01-01 11:25:00,Single,-9,Pedestrian,Male,43,Unknown,Unknown,Unknown,,No,No,40_to_64,Weekday,Day,-9,,
20211228,NSW,Dec,2021,Wednesday,1900-01-01 14:00:00,Single,70,Pedestrian,Female,70,Major Cities of Australia,Sydney - Sutherland,Sutherland,Arterial Road,Yes,No,65_to_74,Weekday,Day,-9,,
20211035,NSW,Dec,2021,Wednesday,1900-01-01 09:07:00,Single,60,Pedestrian,Male,89,Major Cities of Australia,Sydney - Parramatta,Cumberland,Collector Road,No,No,75_or_older,Weekday,Day,-9,,
20214011,SA,Dec,2021,Monday,1900-01-01 23:16:00,Single,80,Pedestrian,Male,31,Major Cities of Australia,Adelaide - Central and Hills,Mount Barker,Sub-arterial Road,No,No,26_to_39,Weekday,Night,-9,,
20212208,Vic,Dec,2021,Wednesday,1900-01-01 14:35:00,Single,70,Pedestrian,Male,92,Unknown,Unknown,Unknown,,No,No,75_or_older,Weekday,Day,-9,,
20212126,Vic,Dec,2021,Friday,1900-01-01 15:10:00,Single,50,Pedestrian,Male,70,Major Cities of Australia,Melbourne - Inner,Melbourne,Arterial Road,Yes,No,65_to_74,Weekday,Day,-9,,
20212162,Vic,Dec,2021,Thursday,1900-01-01 14:20:00,Single,60,Pedestrian,Female,66,Major Cities of Australia,Melbourne - Inner South,Glen Eira,Arterial Road,No,No,65_to_74,Weekday,Day,-9,,
20216016,Tas,Dec,2021,Wednesday,1900-01-01 20:24:00,Multiple,100,Motorcycle rider,Female,84,Outer Regional Australia,West and North West,Central Coast (Tas.),Sub-arterial Road,No,No,75_or_older,Weekday,Night,-9,,
20212091,Vic,Dec,2021,Friday,1900-01-01 08:09:00,Multiple,100,Pedestrian,Female,59,Major Cities of Australia,Melbourne - Inner South,Stonnington,National or State Highway,No,No,40_to_64,Weekday,Day,-9,,
20215046,WA,Nov,2021,Saturday,1900-01-01 04:00:00,Single,80,Driver,Male,21,Major Cities of Australia,Perth - South East,Serpentine-Jarrahdale,Arterial Road,No,No,17_to_25,Weekend,Night,-9,,
20215046,WA,Nov,2021,Saturday,1900-01-01 04:00:00,Single,80,Passenger,Male,20,Major Cities of Australia,Perth - South East,Serpentine-Jarrahdale,Arterial Road,No,No,17_to_25,Weekend,Night,-9,,
20215056,WA,Nov,2021,Sunday,1900-01-01 19:39:00,Multiple,80,Motorcycle rider,Male,22,Major Cities of Australia,Perth - North West,Wanneroo,Local Road,No,No,17_to_25,Weekend,Night,-9,,
20212151,Vic,Nov,2021,Saturday,1900-01-01 20:17:00,Single,100,Driver,Male,17,Major Cities of Australia,Melbourne - West,Melton,National or State Highway,No,No,17_to_25,Weekend,Night,-9,,
20212029,Vic,Nov,2021,Friday,1900-01-01 21:05:00,Multiple,60,Motorcycle rider,Male,28,Major Cities of Australia,Melbourne - Inner,Melbourne,Sub-arterial Road,No,No,26_to_39,Weekend,Night,-9,,
20213101,Qld,Nov,2021,Thursday,1900-01-01 22:00:00,Single,80,Passenger,Female,59,Remote Australia,Mackay - Isaac - Whitsunday,Isaac,Sub-arterial Road,No,No,40_to_64,Weekday,Night,-9,,
20212099,Vic,Nov,2021,Sunday,1900-01-01 18:00:00,Single,100,Driver,Female,47,Inner Regional Australia,Bendigo,Greater Bendigo,National or State Highway,No,No,40_to_64,Weekend,Night,-9,,
20212099,Vic,Nov,2021,Sunday,1900-01-01 18:00:00,Single,100,Passenger,Male,51,Inner Regional Australia,Bendigo,Greater Bendigo,National or State Highway,No,No,40_to_64,Weekend,Night,-9,,
20212083,Vic,Nov,2021,Friday,1900-01-01 19:00:00,Multiple,100,Driver,Male,67,Inner Regional Australia,Shepparton,Moira,Arterial Road,No,No,65_to_74,Weekend,Night,-9,,
20212139,Vic,Nov,2021,Wednesday,1900-01-01 17:15:00,Multiple,70,Driver,Female,54,Major Cities of Australia,Melbourne - North West,Brimbank,Arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20212192,Vic,Nov,2021,Monday,1900-01-01 12:16:00,Multiple,40,Pedal cyclist,Male,74,Major Cities of Australia,Geelong,Greater Geelong,Sub-arterial Road,No,No,65_to_74,Weekday,Day,-9,,
20213161,Qld,Nov,2021,Tuesday,1900-01-01 19:00:00,Single,100,Driver,Female,33,Inner Regional Australia,Wide Bay,Fraser Coast,Sub-arterial Road,No,No,26_to_39,Weekday,Night,-9,,
20216019,Tas,Nov,2021,Wednesday,1900-01-01 21:29:00,Single,110,Motorcycle rider,Male,38,Inner Regional Australia,Launceston and North East,Northern Midlands,National or State Highway,No,No,26_to_39,Weekday,Night,-9,,
20215020,WA,Nov,2021,Wednesday,1900-01-01 23:36:00,Single,100,Passenger,Male,39,Inner Regional Australia,Bunbury,Harvey,Local Road,No,No,26_to_39,Weekday,Night,-9,,
20215059,WA,Nov,2021,Monday,1900-01-01 11:54:00,Multiple,60,Driver,Male,94,Major Cities of Australia,Perth - South East,Gosnells,National or State Highway,No,No,75_or_older,Weekday,Day,-9,,
20215018,WA,Nov,2021,Friday,1900-01-01 09:40:00,Multiple,60,Other/-9,Male,88,Major Cities of Australia,Perth - South East,Canning,Arterial Road,No,No,75_or_older,Weekday,Day,-9,,
20213004,Qld,Nov,2021,Monday,1900-01-01 18:00:00,Multiple,80,Driver,Female,47,Inner Regional Australia,Logan - Beaudesert,Logan,Local Road,No,No,40_to_64,Weekday,Night,-9,,
20211124,NSW,Nov,2021,Tuesday,1900-01-01 22:30:00,Single,100,Driver,Male,69,Outer Regional Australia,Central West,Warrumbungle,National or State Highway,No,No,65_to_74,Weekday,Night,-9,,
20213085,Qld,Nov,2021,Wednesday,1900-01-01 05:00:00,Multiple,100,Driver,Male,65,Inner Regional Australia,Ipswich,Somerset,Sub-arterial Road,No,No,65_to_74,Weekday,Night,-9,,
20213091,Qld,Nov,2021,Thursday,1900-01-01 20:00:00,Single,100,Driver,Male,77,Remote Australia,Central Queensland,Central Highlands (Qld),National or State Highway,No,No,75_or_older,Weekday,Night,-9,,
20213043,Qld,Nov,2021,Monday,1900-01-01 18:00:00,Multiple,60,Passenger,Female,89,Major Cities of Australia,Brisbane - South,Brisbane,Sub-arterial Road,No,No,75_or_older,Weekday,Night,-9,,
20211050,NSW,Nov,2021,Tuesday,1900-01-01 19:20:00,Single,100,Driver,Male,54,Outer Regional Australia,Central West,Mid-Western Regional,Arterial Road,No,No,40_to_64,Weekday,Night,-9,,
20213101,Qld,Nov,2021,Thursday,1900-01-01 22:00:00,Single,80,Passenger,Male,2,Remote Australia,Mackay - Isaac - Whitsunday,Isaac,Sub-arterial Road,No,No,0_to_16,Weekday,Night,-9,,
20214076,SA,Nov,2021,Saturday,1900-01-01 00:37:00,Single,60,Motorcycle rider,Male,19,Major Cities of Australia,Adelaide - North,Salisbury,Local Road,No,No,17_to_25,Weekend,Night,-9,,
20215117,WA,Nov,2021,Sunday,1900-01-01 05:15:00,Single,60,Motorcycle rider,Male,21,Major Cities of Australia,Mandurah,Mandurah,Local Road,No,No,17_to_25,Weekend,Night,-9,,
20212012,Vic,Nov,2021,Saturday,1900-01-01 22:22:00,Single,80,Driver,Male,19,Inner Regional Australia,Latrobe - Gippsland,Latrobe (Vic.),Arterial Road,No,No,17_to_25,Weekend,Night,-9,,
20212012,Vic,Nov,2021,Saturday,1900-01-01 22:22:00,Single,80,Passenger,Male,32,Inner Regional Australia,Latrobe - Gippsland,Latrobe (Vic.),Arterial Road,No,No,26_to_39,Weekend,Night,-9,,
20212120,Vic,Nov,2021,Monday,1900-01-01 05:50:00,Multiple,100,Driver,Male,28,Inner Regional Australia,Ballarat,Moorabool,Local Road,No,No,26_to_39,Weekend,Night,-9,,
20213188,Qld,Nov,2021,Sunday,1900-01-01 19:00:00,Multiple,60,Motorcycle rider,Male,28,Major Cities of Australia,Brisbane - South,Brisbane,Collector Road,No,No,26_to_39,Weekend,Night,-9,,
20213177,Qld,Nov,2021,Saturday,1900-01-01 18:00:00,Single,100,Driver,Male,28,Outer Regional Australia,Wide Bay,North Burnett,Local Road,No,No,26_to_39,Weekend,Night,-9,,
20211175,NSW,Nov,2021,Friday,1900-01-01 20:30:00,Single,100,Driver,Male,61,Outer Regional Australia,Richmond - Tweed,Richmond Valley,Local Road,No,No,40_to_64,Weekend,Night,-9,,
20214074,SA,Nov,2021,Sunday,1900-01-01 02:34:00,Single,80,Driver,Male,31,Outer Regional Australia,South Australia - South East,Grant,National or State Highway,No,No,26_to_39,Weekend,Night,-9,,
20213101,Qld,Nov,2021,Thursday,1900-01-01 22:00:00,Single,80,Passenger,Male,18,Remote Australia,Mackay - Isaac - Whitsunday,Isaac,Sub-arterial Road,No,No,17_to_25,Weekday,Night,-9,,
20211101,NSW,Nov,2021,Thursday,1900-01-01 21:30:00,Multiple,50,Driver,Male,25,Major Cities of Australia,Sydney - Inner South West,Bayside,Local Road,No,No,17_to_25,Weekday,Night,-9,,
20211044,NSW,Nov,2021,Friday,1900-01-01 01:14:00,Single,50,Driver,Female,36,Inner Regional Australia,Murray,Albury,Local Road,No,No,26_to_39,Weekday,Night,-9,,
20213192,Qld,Nov,2021,Wednesday,1900-01-01 00:00:00,Single,60,Motorcycle rider,Male,26,Major Cities of Australia,Moreton Bay - South,Moreton Bay,Sub-arterial Road,No,No,26_to_39,Weekday,Night,-9,,
20215020,WA,Nov,2021,Wednesday,1900-01-01 23:36:00,Single,100,Driver,Male,30,Inner Regional Australia,Bunbury,Harvey,Local Road,No,No,26_to_39,Weekday,Night,-9,,
20213157,Qld,Nov,2021,Monday,1900-01-01 20:00:00,Single,60,Motorcycle rider,Male,52,Major Cities of Australia,Logan - Beaudesert,Logan,National or State Highway,No,No,40_to_64,Weekday,Night,-9,,
20212089,Vic,Nov,2021,Wednesday,1900-01-01 03:15:00,Single,100,Driver,Male,41,Inner Regional Australia,Ballarat,Hepburn,Arterial Road,No,No,40_to_64,Weekday,Night,-9,,
20211244,NSW,Nov,2021,Thursday,1900-01-01 20:30:00,Single,100,Driver,Male,45,Inner Regional Australia,Riverina,Wagga Wagga,Arterial Road,No,No,40_to_64,Weekday,Night,-9,,
20212061,Vic,Nov,2021,Tuesday,1900-01-01 18:00:00,Multiple,100,Driver,Male,48,Inner Regional Australia,Bendigo,Loddon,National or State Highway,No,No,40_to_64,Weekday,Night,-9,,
20215081,WA,Nov,2021,Tuesday,1900-01-01 18:55:00,Single,110,Driver,Male,75,Outer Regional Australia,Western Australia - Wheat Belt,Woodanilling,Local Road,No,No,75_or_older,Weekday,Night,-9,,
20215105,WA,Nov,2021,Wednesday,1900-01-01 09:23:00,Single,110,Driver,Male,31,Outer Regional Australia,Western Australia - Wheat Belt,Dowerin,Local Road,No,No,26_to_39,Weekday,Day,-9,,
20214017,SA,Nov,2021,Saturday,1900-01-01 10:35:00,Multiple,50,Pedal cyclist,Male,51,Major Cities of Australia,Adelaide - South,Onkaparinga,Collector Road,No,No,40_to_64,Weekend,Day,-9,,
20211054,NSW,Nov,2021,Saturday,1900-01-01 11:16:00,Single,80,Driver,Male,62,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Arterial Road,No,No,40_to_64,Weekend,Day,-9,,
20214059,SA,Nov,2021,Sunday,1900-01-01 07:24:00,Single,80,Driver,Male,68,Major Cities of Australia,Adelaide - South,Onkaparinga,Sub-arterial Road,No,No,65_to_74,Weekend,Day,-9,,
20212076,Vic,Nov,2021,Saturday,1900-01-01 16:50:00,Multiple,100,Driver,Male,68,Inner Regional Australia,Shepparton,Campaspe,National or State Highway,No,No,65_to_74,Weekend,Day,-9,,
20216007,Tas,Nov,2021,Saturday,1900-01-01 09:20:00,Multiple,100,Driver,Male,18,Outer Regional Australia,South East,Southern Midlands,Sub-arterial Road,No,No,17_to_25,Weekend,Day,-9,,
20215121,WA,Nov,2021,Wednesday,1900-01-01 17:15:00,Single,50,Pedestrian,Male,3,Major Cities of Australia,Perth - North East,Swan,Unknown,No,No,0_to_16,Weekday,Day,-9,,
20212207,Vic,Nov,2021,Friday,1900-01-01 12:32:00,Single,100,Driver,Female,24,Outer Regional Australia,Latrobe - Gippsland,East Gippsland,Arterial Road,No,No,17_to_25,Weekday,Day,-9,,
20212194,Vic,Nov,2021,Tuesday,1900-01-01 10:21:00,Multiple,60,Driver,Female,18,Inner Regional Australia,Latrobe - Gippsland,South Gippsland,National or State Highway,No,No,17_to_25,Weekday,Day,-9,,
20211107,NSW,Nov,2021,Tuesday,1900-01-01 15:20:00,Multiple,100,Driver,Male,21,Inner Regional Australia,Richmond - Tweed,Ballina,National or State Highway,No,No,17_to_25,Weekday,Day,-9,,
20214081,SA,Nov,2021,Monday,1900-01-01 14:10:00,Single,110,Driver,Female,21,Remote Australia,South Australia - South East,Kangaroo Island,Sub-arterial Road,No,No,17_to_25,Weekday,Day,-9,,
20213065,Qld,Nov,2021,Friday,1900-01-01 16:00:00,Single,100,Driver,Male,24,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac,National or State Highway,No,No,17_to_25,Weekday,Day,-9,,
20211232,NSW,Nov,2021,Monday,1900-01-01 15:20:00,Multiple,70,Passenger,Male,22,Major Cities of Australia,Sydney - Ryde,The Hills,National or State Highway,No,No,17_to_25,Weekday,Day,-9,,
20213057,Qld,Nov,2021,Monday,1900-01-01 16:00:00,Single,100,Passenger,Male,24,Inner Regional Australia,Ipswich,Scenic Rim,Sub-arterial Road,No,No,17_to_25,Weekday,Day,-9,,
20213127,Qld,Nov,2021,Wednesday,1900-01-01 13:00:00,Single,100,Driver,Female,26,Outer Regional Australia,Wide Bay,Bundaberg,National or State Highway,No,No,26_to_39,Weekday,Day,-9,,
20212059,Vic,Nov,2021,Thursday,1900-01-01 08:31:00,Multiple,100,Motorcycle rider,Male,32,Major Cities of Australia,Melbourne - West,Melton,National or State Highway,No,No,26_to_39,Weekday,Day,-9,,
20215028,WA,Nov,2021,Wednesday,1900-01-01 11:00:00,Single,60,Driver,Male,33,Outer Regional Australia,Western Australia - Outback (South),Kalgoorlie-Boulder,National or State Highway,No,No,26_to_39,Weekday,Day,-9,,
20214056,SA,Nov,2021,Tuesday,1900-01-01 16:20:00,Single,100,Passenger,Male,35,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa,Local Road,No,No,26_to_39,Weekday,Day,-9,,
20211053,NSW,Nov,2021,Friday,1900-01-01 13:30:00,Multiple,50,Motorcycle rider,Male,31,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Local Road,No,No,26_to_39,Weekday,Day,-9,,
20212156,Vic,Nov,2021,Friday,1900-01-01 06:40:00,Single,110,Driver,Male,37,Inner Regional Australia,Hume,Mitchell,National or State Highway,No,No,26_to_39,Weekday,Day,-9,,
20213236,Qld,Nov,2021,Friday,1900-01-01 08:00:00,Multiple,100,Driver,Male,53,Inner Regional Australia,Central Queensland,Rockhampton,National or State Highway,No,No,40_to_64,Weekday,Day,-9,,
20212206,Vic,Nov,2021,Wednesday,1900-01-01 06:35:00,Multiple,80,Driver,Female,61,Major Cities of Australia,Melbourne - North East,Darebin,Local Road,No,No,40_to_64,Weekday,Day,-9,,
20215098,WA,Nov,2021,Wednesday,1900-01-01 17:40:00,Single,60,Driver,Male,51,Outer Regional Australia,Western Australia - Outback (South),Greater Geraldton,Local Road,No,No,40_to_64,Weekday,Day,-9,,
20211160,NSW,Nov,2021,Monday,1900-01-01 08:20:00,Multiple,100,Driver,Female,51,Inner Regional Australia,New England and North West,Uralla,Arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20214056,SA,Nov,2021,Tuesday,1900-01-01 16:20:00,Single,100,Driver,Male,41,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa,Local Road,No,No,40_to_64,Weekday,Day,-9,,
20212037,Vic,Nov,2021,Thursday,1900-01-01 14:53:00,Single,60,Passenger,Female,61,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula,Arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20211249,NSW,Nov,2021,Thursday,1900-01-01 13:31:00,Single,110,Driver,Female,47,Remote Australia,Murray,Balranald,National or State Highway,No,No,40_to_64,Weekday,Day,-9,,
20211015,NSW,Nov,2021,Thursday,1900-01-01 09:45:00,Multiple,110,Driver,Male,61,Remote Australia,Far West and Orana,Unincorporated,National or State Highway,No,No,40_to_64,Weekday,Day,-9,,
20214079,SA,Nov,2021,Tuesday,1900-01-01 10:08:00,Single,80,Driver,Male,58,Outer Regional Australia,South Australia - South East,Southern Mallee,Local Road,No,No,40_to_64,Weekday,Day,-9,,
20211153,NSW,Nov,2021,Thursday,1900-01-01 13:45:00,Single,100,Motorcycle rider,Male,62,Outer Regional Australia,Riverina,Snowy Valleys,National or State Highway,No,No,40_to_64,Weekday,Day,-9,,
20214082,SA,Nov,2021,Thursday,1900-01-01 15:45:00,Single,110,Driver,Female,70,Outer Regional Australia,South Australia - South East,Wattle Range,Arterial Road,No,No,65_to_74,Weekday,Day,-9,,
20211063,NSW,Nov,2021,Friday,1900-01-01 13:40:00,Multiple,100,Driver,Male,74,Inner Regional Australia,Capital Region,Snowy Monaro Regional,National or State Highway,No,No,65_to_74,Weekday,Day,-9,,
20212152,Vic,Nov,2021,Thursday,1900-01-01 13:10:00,Multiple,80,Driver,Female,69,Major Cities of Australia,Melbourne - North East,Whittlesea,Arterial Road,No,No,65_to_74,Weekday,Day,-9,,
20215006,WA,Nov,2021,Monday,1900-01-01 12:04:00,Multiple,110,Passenger,Male,70,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan,National or State Highway,No,No,65_to_74,Weekday,Day,-9,,
20213122,Qld,Nov,2021,Friday,1900-01-01 13:00:00,Single,100,Driver,Male,84,Inner Regional Australia,Moreton Bay - North,Somerset,National or State Highway,No,No,75_or_older,Weekday,Day,-9,,
20211230,NSW,Nov,2021,Monday,1900-01-01 10:25:00,Multiple,80,Driver,Male,75,Inner Regional Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,Arterial Road,No,No,75_or_older,Weekday,Day,-9,,
20212074,Vic,Nov,2021,Thursday,1900-01-01 14:30:00,Multiple,100,Passenger,Female,78,Outer Regional Australia,Latrobe - Gippsland,South Gippsland,National or State Highway,No,No,75_or_older,Weekday,Day,-9,,
20212116,Vic,Nov,2021,Tuesday,1900-01-01 10:10:00,Single,100,Driver,Male,75,Inner Regional Australia,Warrnambool and South West,Colac Otway,Local Road,No,No,75_or_older,Weekday,Day,-9,,
20211227,NSW,Nov,2021,Monday,1900-01-01 15:00:00,Single,50,Passenger,Female,82,Inner Regional Australia,Richmond - Tweed,Ballina,Local Road,No,No,75_or_older,Weekday,Day,-9,,
20213142,Qld,Nov,2021,Tuesday,1900-01-01 17:00:00,Single,60,Passenger,Male,19,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Local Road,No,No,17_to_25,Weekday,Day,-9,,
20213142,Qld,Nov,2021,Tuesday,1900-01-01 17:00:00,Single,60,Driver,Male,21,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Local Road,No,No,17_to_25,Weekday,Day,-9,,
20211147,NSW,Nov,2021,Wednesday,1900-01-01 06:15:00,Multiple,100,Driver,Male,18,Outer Regional Australia,Central West,Forbes,Sub-arterial Road,No,No,17_to_25,Weekday,Day,-9,,
20211017,NSW,Nov,2021,Tuesday,1900-01-01 07:25:00,Multiple,80,Driver,Female,28,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Arterial Road,No,No,26_to_39,Weekday,Day,-9,,
20213247,Qld,Nov,2021,Tuesday,1900-01-01 15:00:00,Multiple,100,Driver,Male,52,Inner Regional Australia,Wide Bay,Fraser Coast,Sub-arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20211027,NSW,Nov,2021,Monday,1900-01-01 04:55:00,Single,80,Pedestrian,Male,20,Inner Regional Australia,Richmond - Tweed,Lismore,National or State Highway,No,No,17_to_25,Weekend,Night,-9,,
20213033,Qld,Nov,2021,Tuesday,1900-01-01 20:00:00,Single,50,Pedestrian,Male,26,Inner Regional Australia,Wide Bay,Bundaberg,Local Road,No,No,26_to_39,Weekday,Night,-9,,
20212137,Vic,Nov,2021,Tuesday,1900-01-01 02:55:00,Single,60,Pedestrian,Male,46,Major Cities of Australia,Melbourne - North East,Banyule,Sub-arterial Road,No,No,40_to_64,Weekday,Night,-9,,
20211046,NSW,Nov,2021,Sunday,1900-01-01 12:20:00,Single,40,Pedestrian,Female,68,Major Cities of Australia,Sydney - City and Inner South,Sydney,Collector Road,No,No,65_to_74,Weekend,Day,-9,,
20211093,NSW,Nov,2021,Monday,1900-01-01 14:15:00,Single,60,Pedestrian,Female,21,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,National or State Highway,No,No,17_to_25,Weekday,Day,-9,,
20217017,NT,Nov,2021,Monday,1900-01-01 17:27:00,Single,70,Pedestrian,Female,57,Outer Regional Australia,Darwin,Darwin,Arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20213015,Qld,Nov,2021,Monday,1900-01-01 09:00:00,Single,50,Pedestrian,Male,48,Major Cities of Australia,Brisbane - West,Brisbane,Local Road,No,No,40_to_64,Weekday,Day,-9,,
20212199,Vic,Nov,2021,Tuesday,1900-01-01 07:15:00,Multiple,40,Pedestrian,Male,44,Major Cities of Australia,Mornington Peninsula,Frankston,Sub-arterial Road,No,No,40_to_64,Weekday,Day,-9,,
