Date ID,Crash ID,Year,Month,Day of week,Dayweek,Time,Christmas Period,Easter Period
date7717,20173224,2017,2,Weekday,Tuesday,17:00:00,No,No
date7718,20174071,2017,2,Weekday,Monday,23:15:00,No,No
date7719,20172179,2017,2,Weekday,Friday,17:22:00,No,No
date7720,20173064,2017,2,Weekday,Wednesday,15:00:00,No,No
date7721,20176030,2017,2,Weekday,Monday,13:50:00,No,No
date7722,20173032,2017,2,Weekday,Tuesday,16:00:00,No,No
date7723,20171190,2017,2,Weekday,Tuesday,09:48:00,No,No
date7724,20171256,2017,2,Weekday,Friday,17:44:00,No,No
date7725,20173101,2017,2,Weekday,Wednesday,15:00:00,No,No
date7726,20171120,2017,2,Weekday,Wednesday,15:50:00,No,No
date7727,20172077,2017,2,Weekday,Wednesday,16:00:00,No,No
date7728,20171176,2017,2,Weekday,Thursday,13:00:00,No,No
date7729,20172173,2017,2,Weekday,Wednesday,10:55:00,No,No
date7730,20172060,2017,2,Weekday,Thursday,07:40:00,No,No
date7731,20172239,2017,2,Weekday,Monday,15:36:00,No,No
date7732,20174001,2017,2,Weekend,Sunday,20:05:00,No,No
date7733,20173170,2017,2,Weekend,Friday,22:00:00,No,No
date7734,20171114,2017,2,Weekday,Friday,12:50:00,No,No
date7735,20173051,2017,2,Weekend,Sunday,19:00:00,No,No
date7736,20171303,2017,2,Weekday,Friday,08:26:00,No,No
date7737,20171178,2017,1,Weekend,Friday,18:00:00,No,No
date7738,20176019,2017,1,Weekend,Friday,19:00:00,No,No
date7739,20173191,2017,1,Weekend,Friday,18:00:00,No,No
date7740,20175128,2017,1,Weekend,Monday,01:20:00,No,No
date7741,20172169,2017,1,Weekend,Saturday,00:35:00,No,No
date7742,20171323,2017,1,Weekend,Friday,21:30:00,No,No
date7743,20175139,2017,1,Weekend,Saturday,01:33:00,No,No
date7744,20173060,2017,1,Weekend,Friday,19:00:00,No,No
date7745,20173080,2017,1,Weekend,Friday,22:00:00,No,No
date7746,20173166,2017,1,Weekend,Friday,22:00:00,No,No
date7747,20171011,2017,1,Weekend,Friday,23:55:00,No,No
date7748,20175144,2017,1,Weekend,Saturday,21:30:00,No,No
date7749,20171074,2017,1,Weekday,Monday,18:10:00,Yes,No
date7750,20174039,2017,1,Weekday,Friday,00:15:00,No,No
date7751,20173022,2017,1,Weekday,Tuesday,22:00:00,No,No
date7752,20175044,2017,1,Weekday,Wednesday,18:30:00,No,No
date7753,20171274,2017,1,Weekday,Thursday,21:50:00,No,No
date7754,20172041,2017,1,Weekday,Wednesday,03:50:00,No,No
date7755,20175024,2017,1,Weekday,Wednesday,05:15:00,No,No
date7756,20173020,2017,1,Weekday,Tuesday,03:00:00,No,No
date7757,20175097,2017,1,Weekday,Tuesday,19:58:00,No,No
date7758,20173148,2017,1,Weekday,Thursday,00:00:00,No,No
date7759,20171032,2017,1,Weekday,Wednesday,21:30:00,No,No
date7760,20173218,2017,1,Weekday,Wednesday,19:00:00,No,No
date7761,20175058,2017,1,Weekend,Sunday,16:30:00,Yes,No
date7762,20175089,2017,1,Weekend,Sunday,17:14:00,Yes,No
date7763,20171049,2017,1,Weekend,Saturday,17:25:00,No,No
date7764,20173128,2017,1,Weekend,Saturday,14:00:00,No,No
date7765,20173128,2017,1,Weekend,Saturday,14:00:00,No,No
date7766,20171320,2017,1,Weekend,Saturday,07:50:00,No,No
date7767,20175013,2017,1,Weekend,Sunday,10:23:00,No,No
date7768,20172002,2017,1,Weekend,Saturday,16:47:00,No,No
date7769,20171058,2017,1,Weekend,Saturday,12:58:00,No,No
date7770,20173061,2017,1,Weekend,Sunday,09:00:00,No,No
date7771,20172104,2017,1,Weekend,Sunday,16:50:00,No,No
date7772,20172092,2017,1,Weekend,Sunday,16:50:00,No,No
date7773,20173072,2017,1,Weekend,Saturday,11:00:00,No,No
date7774,20173028,2017,1,Weekend,Saturday,06:00:00,No,No
date7775,20175064,2017,1,Weekend,Sunday,12:11:00,No,No
date7776,20175064,2017,1,Weekend,Sunday,12:11:00,No,No
date7777,20171347,2017,1,Weekday,Monday,13:15:00,Yes,No
date7778,20173018,2017,1,Weekday,Tuesday,16:00:00,Yes,No
date7779,20175062,2017,1,Weekday,Tuesday,15:21:00,Yes,No
date7780,20171136,2017,1,Weekday,Tuesday,14:15:00,Yes,No
date7781,20171136,2017,1,Weekday,Tuesday,14:15:00,Yes,No
date7782,20171273,2017,1,Weekday,Monday,14:28:00,No,No
date7783,20171273,2017,1,Weekday,Monday,14:28:00,No,No
date7784,20178003,2017,1,Weekday,Thursday,16:00:00,No,No
date7785,20172011,2017,1,Weekday,Tuesday,16:30:00,No,No
date7786,20174022,2017,1,Weekday,Friday,15:25:00,No,No
date7787,20174022,2017,1,Weekday,Friday,15:25:00,No,No
date7788,20173123,2017,1,Weekday,Tuesday,12:00:00,No,No
date7789,20171340,2017,1,Weekday,Tuesday,17:25:00,No,No
date7790,20171042,2017,1,Weekday,Monday,10:50:00,No,No
date7791,20172008,2017,1,Weekday,Tuesday,16:00:00,No,No
date7792,20172047,2017,1,Weekday,Friday,17:00:00,No,No
date7793,20171204,2017,1,Weekend,Sunday,22:25:00,No,No
date7794,20171331,2017,1,Weekday,Friday,14:29:00,No,No
date7795,20175150,2017,1,Weekday,Friday,17:30:00,No,No
date7796,20172160,2017,1,Weekday,Monday,15:30:00,No,No
date7797,20175082,2017,1,Weekday,Monday,18:27:00,Yes,No
date7798,20171130,2017,1,Weekday,Friday,13:55:00,No,No
date7799,20172226,2017,1,Weekday,Friday,16:45:00,No,No
date7800,20176012,2017,1,Weekday,Friday,16:10:00,No,No
date7801,20172183,2017,1,Weekday,Wednesday,18:50:00,No,No
date7802,20172190,2017,1,Weekday,Friday,03:50:00,No,No
date7803,20177004,2017,1,Weekday,Wednesday,16:58:00,No,No
date7804,20177004,2017,1,Weekday,Wednesday,16:58:00,No,No
date7805,20172224,2017,1,Weekday,Thursday,08:55:00,No,No
date7806,20171271,2017,1,Weekday,Tuesday,17:40:00,No,No
date7807,20171330,2017,1,Weekday,Wednesday,11:55:00,No,No
date7808,20173161,2017,1,Weekday,Monday,18:00:00,No,No
date7809,20172151,2017,1,Weekday,Thursday,17:28:00,No,No
date7810,20173013,2017,1,Weekday,Monday,17:00:00,No,No
date7811,20175146,2017,1,Weekday,Monday,11:43:00,No,No
date7812,20173134,2017,1,Weekday,Thursday,15:00:00,No,No
date7813,20171062,2017,1,Weekday,Monday,13:30:00,No,No
date7814,20174053,2017,1,Weekday,Tuesday,09:25:00,No,No
date7815,20171018,2017,1,Weekday,Tuesday,14:20:00,No,No
date7816,20171121,2017,1,Weekday,Wednesday,13:12:00,No,No
date7817,20171121,2017,1,Weekday,Wednesday,13:12:00,No,No
date7818,20171121,2017,1,Weekday,Wednesday,13:12:00,No,No
date7819,20171287,2017,1,Weekend,Monday,02:45:00,No,No
date7820,20172203,2017,1,Weekend,Sunday,04:30:00,No,No
date7821,20173193,2017,1,Weekend,Sunday,00:00:00,Yes,No
date7822,20177024,2017,1,Weekday,Tuesday,23:30:00,No,No
date7823,20175129,2017,1,Weekday,Tuesday,12:48:00,No,No
date7824,20171107,2017,1,Weekday,Thursday,10:18:00,No,No
date7825,20172098,2017,1,Weekday,Monday,07:59:00,No,No
date7826,20173202,2017,1,Weekday,Tuesday,12:00:00,No,No
date7827,20174045,2017,1,Weekday,Wednesday,21:00:00,No,No
date7828,20173007,2017,1,Weekend,Monday,03:00:00,Yes,No
date7829,20171026,2017,1,Weekend,Sunday,22:00:00,No,No
date7830,20171083,2017,1,Weekday,Monday,12:05:00,No,No
date7831,20173157,2017,1,Weekday,Tuesday,12:00:00,No,No
date7832,20162190,2016,12,Weekend,Sunday,05:00:00,Yes,No
date7833,20165081,2016,12,Weekend,Saturday,01:10:00,Yes,No
date7834,20163017,2016,12,Weekend,Saturday,19:00:00,No,No
date7835,20163017,2016,12,Weekend,Saturday,19:00:00,No,No
date7836,20163017,2016,12,Weekend,Saturday,19:00:00,No,No
date7837,20161129,2016,12,Weekend,Sunday,03:00:00,No,No
date7838,20163215,2016,12,Weekend,Saturday,22:00:00,No,No
date7839,20163067,2016,12,Weekend,Saturday,21:00:00,No,No
date7840,20162204,2016,12,Weekend,Saturday,23:15:00,No,No
date7841,20162132,2016,12,Weekend,Friday,22:25:00,No,No
date7842,20162260,2016,12,Weekend,Saturday,19:30:00,No,No
date7843,20162089,2016,12,Weekend,Saturday,01:05:00,No,No
date7844,20166004,2016,12,Weekend,Saturday,20:10:00,No,No
date7845,20165039,2016,12,Weekend,Saturday,05:20:00,No,No
date7846,20161054,2016,12,Weekend,Saturday,00:52:00,No,No
date7847,20161054,2016,12,Weekend,Saturday,00:52:00,No,No
date7848,20163137,2016,12,Weekend,Monday,04:00:00,No,No
date7849,20164021,2016,12,Weekend,Saturday,01:48:00,No,No
date7850,20162060,2016,12,Weekend,Sunday,18:55:00,No,No
date7851,20162197,2016,12,Weekend,Friday,23:10:00,No,No
date7852,20165162,2016,12,Weekend,Monday,05:00:00,No,No
date7853,20165113,2016,12,Weekend,Sunday,03:33:00,No,No
date7854,20162163,2016,12,Weekday,Tuesday,05:40:00,Yes,No
date7855,20164037,2016,12,Weekday,Tuesday,19:00:00,Yes,No
date7856,20161191,2016,12,Weekday,Friday,02:10:00,No,No
date7857,20161320,2016,12,Weekday,Tuesday,03:00:00,Yes,No
date7858,20161262,2016,12,Weekday,Thursday,18:09:00,No,No
date7859,20165012,2016,12,Weekday,Thursday,22:31:00,No,No
date7860,20165012,2016,12,Weekday,Thursday,22:31:00,No,No
date7861,20167009,2016,12,Weekday,Tuesday,23:35:00,No,No
date7862,20163189,2016,12,Weekday,Wednesday,18:00:00,No,No
date7863,20161082,2016,12,Weekday,Tuesday,23:30:00,No,No
date7864,20164011,2016,12,Weekend,Saturday,14:21:00,Yes,No
date7865,20161244,2016,12,Weekend,Sunday,14:00:00,Yes,No
date7866,20161010,2016,12,Weekend,Sunday,15:50:00,Yes,No
date7867,20161221,2016,12,Weekend,Saturday,15:15:00,No,No
date7868,20161004,2016,12,Weekend,Saturday,15:20:00,Yes,No
date7869,20166005,2016,12,Weekend,Sunday,08:15:00,No,No
date7870,20163127,2016,12,Weekend,Saturday,17:00:00,No,No
date7871,20162005,2016,12,Weekend,Sunday,10:00:00,No,No
date7872,20163119,2016,12,Weekend,Sunday,10:00:00,No,No
date7873,20163090,2016,12,Weekend,Sunday,11:00:00,No,No
date7874,20163120,2016,12,Weekend,Sunday,13:00:00,No,No
date7875,20163113,2016,12,Weekend,Saturday,13:00:00,No,No
date7876,20161211,2016,12,Weekend,Sunday,10:00:00,No,No
date7877,20163106,2016,12,Weekend,Sunday,13:00:00,No,No
date7878,20161066,2016,12,Weekday,Thursday,15:15:00,Yes,No
date7879,20161168,2016,12,Weekday,Wednesday,16:20:00,Yes,No
date7880,20165027,2016,12,Weekday,Monday,15:29:00,Yes,No
date7881,20162058,2016,12,Weekday,Monday,16:42:00,Yes,No
date7882,20162143,2016,12,Weekday,Wednesday,16:05:00,Yes,No
date7883,20162241,2016,12,Weekday,Friday,16:40:00,Yes,No
date7884,20162241,2016,12,Weekday,Friday,16:40:00,Yes,No
date7885,20161271,2016,12,Weekday,Tuesday,14:48:00,Yes,No
date7886,20164048,2016,12,Weekday,Friday,12:10:00,Yes,No
date7887,201650079,2016,12,Weekday,Friday,17:30:00,Yes,No
date7888,20165032,2016,12,Weekday,Friday,15:20:00,No,No
date7889,20164045,2016,12,Weekday,Tuesday,12:00:00,No,No
date7890,20163016,2016,12,Weekday,Friday,17:00:00,No,No
date7891,20163016,2016,12,Weekday,Friday,17:00:00,No,No
date7892,20162083,2016,12,Weekday,Monday,06:52:00,No,No
date7893,20162083,2016,12,Weekday,Monday,06:52:00,No,No
date7894,20163224,2016,12,Weekday,Friday,12:00:00,No,No
date7895,20161087,2016,12,Weekend,Saturday,00:24:00,No,No
date7896,201650019,2016,12,Weekday,Thursday,17:02:00,No,No
date7897,20162179,2016,12,Weekday,Monday,15:45:00,No,No
date7898,20163091,2016,12,Weekday,Friday,10:00:00,No,No
date7899,20161151,2016,12,Weekday,Tuesday,17:30:00,No,No
date7900,20165105,2016,12,Weekend,Saturday,19:38:00,No,No
date7901,20163007,2016,12,Weekday,Friday,16:00:00,No,No
date7902,20162255,2016,12,Weekend,Saturday,19:30:00,No,No
date7903,20165158,2016,12,Weekday,Wednesday,14:30:00,No,No
date7904,20162029,2016,12,Weekend,Sunday,01:45:00,No,No
date7905,20161079,2016,12,Weekday,Thursday,12:15:00,No,No
date7906,20165025,2016,12,Weekday,Friday,04:50:00,Yes,No
date7907,20162229,2016,12,Weekday,Tuesday,19:35:00,Yes,No
date7908,20162274,2016,12,Weekday,Tuesday,22:00:00,Yes,No
date7909,20162007,2016,12,Weekday,Wednesday,23:00:00,No,No
date7910,20165151,2016,12,Weekday,Wednesday,16:19:00,No,No
date7911,20163175,2016,12,Weekday,Thursday,13:00:00,No,No
date7912,20164004,2016,12,Weekday,Thursday,20:00:00,Yes,No
date7913,20165036,2016,12,Weekday,Wednesday,19:30:00,Yes,No
date7914,20163115,2016,12,Weekday,Friday,06:00:00,No,No
date7915,20165062,2016,12,Weekday,Monday,11:40:00,No,No
date7916,20165062,2016,12,Weekday,Monday,11:40:00,No,No
date7917,20161161,2016,12,Weekday,Wednesday,08:00:00,No,No
date7918,20162125,2016,12,Weekday,Friday,06:34:00,No,No
date7919,20162027,2016,12,Weekday,Friday,15:05:00,No,No
date7920,20163237,2016,12,Weekday,Thursday,14:00:00,No,No
date7921,20161135,2016,12,Weekend,Sunday,02:30:00,No,No
date7922,20167005,2016,12,Weekday,Thursday,17:55:00,No,No
date7923,20165110,2016,12,Weekday,Friday,15:25:00,No,No
date7924,20165110,2016,12,Weekday,Friday,15:25:00,No,No
date7925,20161340,2016,12,Weekday,Monday,10:00:00,No,No
date7926,20161231,2016,12,Weekday,Friday,13:00:00,No,No
date7927,20165088,2016,12,Weekday,Wednesday,10:15:00,No,No
date7928,20162174,2016,12,Weekday,Friday,15:31:00,No,No
date7929,20167007,2016,12,Weekday,Friday,09:15:00,No,No
date7930,20163065,2016,12,Weekday,Tuesday,16:00:00,No,No
date7931,20162003,2016,12,Weekday,Thursday,13:30:00,No,No
date7932,20163019,2016,12,Weekend,Saturday,01:00:00,No,No
date7933,20161115,2016,12,Weekend,Sunday,20:50:00,No,No
date7934,20163205,2016,12,Weekend,Saturday,00:00:00,No,No
date7935,20167014,2016,12,Weekend,Saturday,21:50:00,Yes,No
date7936,20163162,2016,12,Weekend,Sunday,19:00:00,Yes,No
date7937,20165131,2016,12,Weekday,Tuesday,21:00:00,No,No
date7938,20163089,2016,12,Weekday,Tuesday,21:00:00,No,No
date7939,20163033,2016,12,Weekday,Friday,13:00:00,Yes,No
date7940,20163171,2016,12,Weekend,Sunday,09:00:00,No,No
date7941,20161303,2016,12,Weekday,Thursday,20:45:00,No,No
date7942,20161167,2016,12,Weekday,Wednesday,17:45:00,No,No
date7943,20163228,2016,12,Weekday,Wednesday,22:00:00,No,No
date7944,20161124,2016,12,Weekday,Tuesday,11:45:00,No,No
date7945,20161144,2016,12,Weekend,Saturday,11:07:00,No,No
date7946,20161194,2016,12,Weekday,Wednesday,15:53:00,Yes,No
date7947,20166006,2016,12,Weekday,Wednesday,22:35:00,No,No
date7948,20163082,2016,11,Weekend,Saturday,02:00:00,No,No
date7949,20165089,2016,11,Weekend,Saturday,21:45:00,No,No
date7950,20162247,2016,11,Weekend,Sunday,19:24:00,No,No
date7951,20161042,2016,11,Weekend,Sunday,03:40:00,No,No
date7952,20163204,2016,11,Weekend,Saturday,19:00:00,No,No
date7953,20167023,2016,11,Weekend,Friday,18:00:00,No,No
date7954,20162123,2016,11,Weekend,Saturday,19:30:00,No,No
date7955,20165011,2016,11,Weekend,Saturday,22:20:00,No,No
date7956,20164020,2016,11,Weekend,Saturday,02:30:00,No,No
date7957,20164020,2016,11,Weekend,Saturday,02:30:00,No,No
date7958,20164020,2016,11,Weekend,Saturday,02:30:00,No,No
date7959,20164020,2016,11,Weekend,Saturday,02:30:00,No,No
date7960,20165041,2016,11,Weekend,Saturday,22:00:00,No,No
date7961,20165136,2016,11,Weekend,Saturday,22:21:00,No,No
date7962,20162148,2016,11,Weekend,Saturday,00:05:00,No,No
date7963,20162071,2016,11,Weekday,Wednesday,21:30:00,No,No
date7964,20162071,2016,11,Weekday,Wednesday,21:30:00,No,No
date7965,20163187,2016,11,Weekday,Tuesday,23:00:00,No,No
date7966,20162240,2016,11,Weekday,Thursday,22:35:00,No,No
date7967,20163086,2016,11,Weekday,Wednesday,22:00:00,No,No
date7968,20161253,2016,11,Weekday,Monday,18:10:00,No,No
date7969,20163104,2016,11,Weekday,Tuesday,05:00:00,No,No
date7970,20165043,2016,11,Weekday,Friday,00:10:00,No,No
date7971,20165160,2016,11,Weekday,Tuesday,00:20:00,No,No
date7972,20163050,2016,11,Weekday,Thursday,02:00:00,No,No
date7973,20165119,2016,11,Weekday,Thursday,00:15:00,No,No
date7974,20163088,2016,11,Weekday,Wednesday,03:00:00,No,No
date7975,20163223,2016,11,Weekend,Saturday,15:00:00,No,No
date7976,20162021,2016,11,Weekend,Sunday,17:00:00,No,No
date7977,20163058,2016,11,Weekend,Saturday,06:00:00,No,No
date7978,20161142,2016,11,Weekend,Saturday,14:40:00,No,No
date7979,20161214,2016,11,Weekend,Sunday,09:15:00,No,No
date7980,20162214,2016,11,Weekend,Sunday,16:00:00,No,No
date7981,20164008,2016,11,Weekend,Sunday,09:00:00,No,No
date7982,20165156,2016,11,Weekend,Sunday,12:50:00,No,No
date7983,20165156,2016,11,Weekend,Sunday,12:50:00,No,No
date7984,20161232,2016,11,Weekend,Sunday,16:50:00,No,No
date7985,20167038,2016,11,Weekend,Saturday,15:40:00,No,No
date7986,20167038,2016,11,Weekend,Saturday,15:40:00,No,No
date7987,20165077,2016,11,Weekend,Sunday,14:07:00,No,No
date7988,20165168,2016,11,Weekend,Sunday,17:45:00,No,No
date7989,20163026,2016,11,Weekend,Saturday,17:00:00,No,No
date7990,20163222,2016,11,Weekend,Saturday,12:00:00,No,No
date7991,20168008,2016,11,Weekend,Sunday,11:55:00,No,No
date7992,20161076,2016,11,Weekend,Sunday,16:00:00,No,No
date7993,20164052,2016,11,Weekend,Sunday,06:10:00,No,No
date7994,20162252,2016,11,Weekend,Saturday,14:50:00,No,No
date7995,20161086,2016,11,Weekend,Sunday,13:37:00,No,No
date7996,20167035,2016,11,Weekend,Saturday,17:11:00,No,No
date7997,20162154,2016,11,Weekday,Wednesday,06:00:00,No,No
date7998,20161322,2016,11,Weekday,Monday,14:25:00,No,No
date7999,20163039,2016,11,Weekday,Thursday,09:00:00,No,No
date8000,20163139,2016,11,Weekday,Monday,14:00:00,No,No
date8001,20161288,2016,11,Weekday,Monday,07:05:00,No,No
date8002,20163066,2016,11,Weekday,Wednesday,17:00:00,No,No
date8003,20163117,2016,11,Weekday,Tuesday,10:00:00,No,No
date8004,20165125,2016,11,Weekday,Tuesday,17:25:00,No,No
date8005,20161354,2016,11,Weekday,Tuesday,09:45:00,No,No
date8006,20167031,2016,11,Weekday,Friday,07:30:00,No,No
date8007,20161035,2016,11,Weekday,Wednesday,09:20:00,No,No
date8008,20162266,2016,11,Weekday,Wednesday,13:50:00,No,No
date8009,20163022,2016,11,Weekday,Tuesday,14:00:00,No,No
date8010,20165066,2016,11,Weekday,Monday,15:40:00,No,No
date8011,20163111,2016,11,Weekday,Monday,07:00:00,No,No
date8012,20164006,2016,11,Weekday,Monday,13:35:00,No,No
date8013,20165126,2016,11,Weekday,Friday,06:35:00,No,No
date8014,20162261,2016,11,Weekday,Tuesday,15:45:00,No,No
date8015,20162006,2016,11,Weekday,Tuesday,13:30:00,No,No
date8016,20162046,2016,11,Weekday,Tuesday,14:55:00,No,No
date8017,20162043,2016,11,Weekday,Tuesday,07:40:00,No,No
date8018,20161235,2016,11,Weekday,Monday,11:50:00,No,No
date8019,20165117,2016,11,Weekday,Friday,05:56:00,No,No
date8020,20162215,2016,11,Weekday,Wednesday,12:20:00,No,No
date8021,20161055,2016,11,Weekday,Thursday,09:50:00,No,No
date8022,20162265,2016,11,Weekday,Monday,07:53:00,No,No
date8023,20164062,2016,11,Weekday,Thursday,07:52:00,No,No
date8024,20162152,2016,11,Weekday,Tuesday,11:41:00,No,No
date8025,20161261,2016,11,Weekday,Monday,06:30:00,No,No
date8026,20161099,2016,11,Weekday,Thursday,14:40:00,No,No
date8027,20161251,2016,11,Weekday,Friday,11:30:00,No,No
date8028,20161145,2016,11,Weekday,Tuesday,09:54:00,No,No
date8029,20162217,2016,11,Weekday,Wednesday,08:10:00,No,No
date8030,20163238,2016,11,Weekday,Friday,06:00:00,No,No
date8031,20161223,2016,11,Weekday,Wednesday,06:05:00,No,No
date8032,20162142,2016,11,Weekday,Wednesday,09:05:00,No,No
date8033,20161179,2016,11,Weekday,Thursday,15:13:00,No,No
date8034,20163048,2016,11,Weekend,Saturday,01:00:00,No,No
date8035,20163042,2016,11,Weekday,Wednesday,19:00:00,No,No
date8036,20165078,2016,11,Weekend,Sunday,20:55:00,No,No
date8037,20161195,2016,11,Weekday,Wednesday,19:45:00,No,No
date8038,20164057,2016,11,Weekday,Wednesday,21:45:00,No,No
date8039,20162019,2016,11,Weekday,Wednesday,20:59:00,No,No
date8040,20162173,2016,11,Weekday,Monday,22:30:00,No,No
date8041,20161053,2016,11,Weekday,Tuesday,07:39:00,No,No
date8042,20162172,2016,11,Weekday,Wednesday,16:45:00,No,No
date8043,20164071,2016,11,Weekday,Wednesday,13:45:00,No,No
date8044,20162101,2016,11,Weekday,Tuesday,11:28:00,No,No
date8045,20165003,2016,11,Weekday,Thursday,06:45:00,No,No
date8046,20161272,2016,11,Weekday,Tuesday,10:44:00,No,No
date8047,20161226,2016,11,Weekday,Monday,15:15:00,No,No
date8048,20162203,2016,11,Weekday,Monday,15:40:00,No,No
date8049,20161250,2016,11,Weekend,Saturday,08:06:00,No,No
date8050,20166029,2016,11,Weekend,Sunday,03:00:00,No,No
date8051,20161015,2016,11,Weekday,Monday,07:10:00,No,No
date8052,20165170,2016,10,Weekend,Sunday,21:31:00,No,No
date8053,20161336,2016,10,Weekend,Saturday,23:00:00,No,No
date8054,20162068,2016,10,Weekend,Friday,20:25:00,No,No
date8055,20164013,2016,10,Weekend,Saturday,18:30:00,No,No
date8056,20162245,2016,10,Weekend,Friday,21:20:00,No,No
date8057,20165122,2016,10,Weekend,Saturday,23:30:00,No,No
date8058,20161089,2016,10,Weekend,Friday,23:30:00,No,No
date8059,20161089,2016,10,Weekend,Friday,23:30:00,No,No
date8060,20162025,2016,10,Weekend,Saturday,22:45:00,No,No
date8061,20167040,2016,10,Weekend,Friday,21:34:00,No,No
date8062,20163004,2016,10,Weekend,Sunday,20:00:00,No,No
date8063,20165018,2016,10,Weekend,Sunday,03:30:00,No,No
date8064,20165023,2016,10,Weekend,Saturday,00:27:00,No,No
date8065,20166021,2016,10,Weekend,Friday,23:00:00,No,No
date8066,20163037,2016,10,Weekend,Sunday,18:00:00,No,No
date8067,20167016,2016,10,Weekend,Saturday,22:50:00,No,No
date8068,20167016,2016,10,Weekend,Saturday,22:50:00,No,No
date8069,20163072,2016,10,Weekend,Saturday,05:00:00,No,No
date8070,20161081,2016,10,Weekday,Tuesday,23:00:00,No,No
date8071,20164023,2016,10,Weekday,Wednesday,22:00:00,No,No
date8072,20165071,2016,10,Weekday,Tuesday,18:35:00,No,No
date8073,20164049,2016,10,Weekday,Thursday,21:15:00,No,No
date8074,20161153,2016,10,Weekday,Wednesday,21:50:00,No,No
date8075,20163133,2016,10,Weekday,Thursday,00:00:00,No,No
date8076,20163034,2016,10,Weekday,Thursday,05:00:00,No,No
date8077,20162211,2016,10,Weekday,Thursday,18:15:00,No,No
date8078,20162099,2016,10,Weekday,Monday,22:05:00,No,No
date8079,20165097,2016,10,Weekday,Wednesday,20:48:00,No,No
date8080,20164059,2016,10,Weekday,Monday,23:50:00,No,No
date8081,20161329,2016,10,Weekday,Tuesday,19:24:00,No,No
date8082,20163062,2016,10,Weekday,Wednesday,03:00:00,No,No
date8083,20163145,2016,10,Weekend,Sunday,08:00:00,No,No
date8084,20164053,2016,10,Weekend,Sunday,15:46:00,No,No
date8085,20165138,2016,10,Weekend,Saturday,11:55:00,No,No
date8086,20165138,2016,10,Weekend,Saturday,11:55:00,No,No
date8087,20163128,2016,10,Weekend,Sunday,10:00:00,No,No
date8088,20165034,2016,10,Weekend,Sunday,16:02:00,No,No
date8089,20165167,2016,10,Weekend,Sunday,16:12:00,No,No
date8090,20163164,2016,10,Weekend,Saturday,08:00:00,No,No
date8091,20163207,2016,10,Weekend,Sunday,10:00:00,No,No
date8092,20161188,2016,10,Weekend,Sunday,17:30:00,No,No
date8093,20161178,2016,10,Weekend,Sunday,17:20:00,No,No
date8094,20163029,2016,10,Weekend,Sunday,10:00:00,No,No
date8095,20164075,2016,10,Weekend,Saturday,16:37:00,No,No
date8096,20165121,2016,10,Weekend,Saturday,11:50:00,No,No
date8097,20165121,2016,10,Weekend,Saturday,11:50:00,No,No
date8098,20165121,2016,10,Weekend,Saturday,11:50:00,No,No
date8099,20165069,2016,10,Weekend,Sunday,09:48:00,No,No
date8100,20165069,2016,10,Weekend,Sunday,09:48:00,No,No
date8101,20168001,2016,10,Weekend,Sunday,16:40:00,No,No
date8102,20163015,2016,10,Weekend,Sunday,10:00:00,No,No
date8103,20161296,2016,10,Weekend,Sunday,13:00:00,No,No
date8104,20163184,2016,10,Weekend,Saturday,06:00:00,No,No
date8105,20162233,2016,10,Weekend,Sunday,12:35:00,No,No
date8106,20161330,2016,10,Weekend,Saturday,12:43:00,No,No
date8107,20161273,2016,10,Weekend,Saturday,07:10:00,No,No
date8108,20166030,2016,10,Weekend,Saturday,12:30:00,No,No
date8109,20162151,2016,10,Weekend,Sunday,13:30:00,No,No
date8110,20162186,2016,10,Weekend,Saturday,16:20:00,No,No
date8111,20161227,2016,10,Weekend,Sunday,12:35:00,No,No
date8112,20163146,2016,10,Weekday,Friday,08:00:00,No,No
date8113,20168003,2016,10,Weekday,Thursday,16:40:00,No,No
date8114,20162259,2016,10,Weekday,Tuesday,14:15:00,No,No
date8115,20162010,2016,10,Weekday,Thursday,08:30:00,No,No
date8116,20162189,2016,10,Weekday,Friday,16:50:00,No,No
date8117,20164016,2016,10,Weekday,Friday,07:10:00,No,No
date8118,20165086,2016,10,Weekday,Wednesday,15:19:00,No,No
date8119,20165101,2016,10,Weekday,Thursday,15:05:00,No,No
date8120,20161346,2016,10,Weekday,Wednesday,16:30:00,No,No
date8121,20161346,2016,10,Weekday,Wednesday,16:30:00,No,No
date8122,20165087,2016,10,Weekday,Friday,09:20:00,No,No
date8123,20162094,2016,10,Weekday,Thursday,11:58:00,No,No
date8124,20167037,2016,10,Weekend,Saturday,18:30:00,No,No
date8125,20162103,2016,10,Weekday,Thursday,12:45:00,No,No
date8126,20161277,2016,10,Weekday,Tuesday,11:30:00,No,No
date8127,20165128,2016,10,Weekday,Wednesday,10:48:00,No,No
date8128,20164022,2016,10,Weekday,Tuesday,11:00:00,No,No
date8129,20163203,2016,10,Weekday,Wednesday,10:00:00,No,No
date8130,20166008,2016,10,Weekday,Wednesday,15:55:00,No,No
date8131,20165022,2016,10,Weekday,Thursday,18:17:00,No,No
date8132,20161242,2016,10,Weekday,Thursday,16:12:00,No,No
date8133,20167012,2016,10,Weekday,Thursday,20:30:00,No,No
date8134,20163221,2016,10,Weekday,Friday,15:00:00,No,No
date8135,20161017,2016,10,Weekday,Friday,17:00:00,No,No
date8136,20166002,2016,10,Weekday,Friday,09:30:00,No,No
